term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
GBM,Glioblastoma Multiforme,Diagnosis,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
central,Central brand of multivitamin with minerals,TreatmentName,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
evaluate for infection,Evaluates for hospital-acquired infection following the perioperative procedure,ExaminationName,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
pulmonary lesions,Lesion of lung,SymptomOrSign,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Mitral valve endocarditis,Mitral valve endocarditis,Diagnosis,0,1,1,0.85,,,,,,1,Failed: 1/1; Files: 1,FALSE
views,View,ExaminationName,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
ascending aortic replacement,Replacement of ascending aorta,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary artery,Pulmonary artery structure,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pericarditis,Pericarditis,Diagnosis,1,0,1,0.97,Perikarditis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
radiation,Radiation therapy (procedure),TreatmentName,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
indigestion,Dyspepsia,SymptomOrSign,1,0,1,0.98,Dyspepsie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hypoxemia,Hypoxemia,SymptomOrSign,1,0,1,0.99,Hypoxämie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
physical examination,Physical Examination,ExaminationName,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
irregular contours,Irregular contour,SymptomOrSign,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
pigtail drains,Pigtail Drain,TreatmentName,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
thorax,Chest,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Subcutaneous air,Subcutaneous air,SymptomOrSign,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
expansion,Expanding,SymptomOrSign,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
skeletal abnormalities,Abnormality of the skeletal system,SymptomOrSign,0,1,1,0.87,,,,,,1,Failed: 1/1; Files: 1,FALSE
aneurysm,Aneurysm,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"NG
 tube",Nasogastric tube,TreatmentName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pneumonitis,Pneumonitis,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
reduced diffusing capacity,Reduced diffusion capacity,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
port catheter,Port Catheters,TreatmentName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
MCC,Merkel cell carcinoma,Diagnosis,0,1,1,0.87,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
TBI,Traumatic Brain Injury,Diagnosis,1,0,1,0.97,Schädel-Hirn-Trauma,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
hemothoraces,Hemothorax,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
orbital fracture,Orbital Fractures,Diagnosis,1,0,1,0.8,Orbitafraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
zygomatic fracture,Fracture of zygoma,Diagnosis,1,0,1,0.98,Jochbeinfraktur,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cervicothoracic region,Cervicothoracic region,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
pleural drains,drainage of pleura,TreatmentName,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
tortuous thoracic aorta,Tortuosity of thoracic aorta,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
aneurysmal dissection,Dissection of aorta,Diagnosis,1,0,1,0.99,Aortendissektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
thoracic aortic aneurysm,"Aortic Aneurysm, Thoracic",Diagnosis,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
calcified granuloma,Calcified granuloma,SymptomOrSign,0,1,1,0.85,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
densities,density,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
esophageal adenocarcinoma,Adenocarcinoma Of Esophagus,Diagnosis,1,0,1,1,Adenokarzinom des Ösophagus,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Surg,Surgical and medical procedures,TreatmentName,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
linear atelectasis,Linear atelectasis,Diagnosis,1,0,1,1,Lineare Atelektase,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cervical lymph node biopsy,Biopsy of cervical lymph node,ExaminationName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
thoracolumbar scoliosis,Thoracolumbar scoliosis,Diagnosis,0,1,1,0.93,,,,,,1,Failed: 1/1; Files: 1,FALSE
pacer,cisplatin/cyclophosphamide/doxorubicin/vindesine protocol,TreatmentName,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
terminate,Study Terminated,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
Gastric carcinoma,Stomach Carcinoma,Diagnosis,1,0,1,1,Magenkarzinom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"aortic
 arch",Aortic arch structure,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary nodule,Nodule of lung,SymptomOrSign,0,1,1,0.88,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lateral image,Image Laterality,ExaminationName,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
lung consolidations,Lung consolidation,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Chest congestion,Pulmonary congestion,SymptomOrSign,1,0,1,0.99,Pulmonale Kongestion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"Tracheostomy
 tube",Tracheostomy tube,TreatmentName,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
5L,5L,TreatmentName,0,1,1,0.89,,,,,,1,Failed: 1/1; Files: 1,FALSE
O2,Oxygen Therapy Care,TreatmentName,1,0,1,0.99,Sauerstofftherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
saturations,Oxygen saturation measurement,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
enlarged heart,Cardiomegaly,SymptomOrSign,1,0,1,0.9,Kardiomegalie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
COPD exacerbation,COPD exacerbation,Diagnosis,0,1,1,0.8,,,,,,1,Failed: 1/1; Files: 1,FALSE
Aortic valve calcifications,Aortic valve calcification,SymptomOrSign,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
infiltration,Infiltration,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hematocrit,Hematocrit Measurement,ExaminationName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
rales,Rales,SymptomOrSign,1,0,1,0.99,Rasselgeräusche,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cystogastrostomy,Cystogastrostomy procedure,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
"infectious
 process",INFECTIOUS PROCESS,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fat pad,Fat pad,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
replacement of ascending aorta,Replacement of ascending aorta,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"central
 venous catheter","Central venous catheter, device",TreatmentName,1,0,1,0.96,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
curls,Curly,SymptomOrSign,0,1,1,0.81,,,,,,1,Failed: 1/1; Files: 1,FALSE
mitral valve replacements,Replacement of mitral valve (procedure),TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pleural scarring,Pleural scarring,SymptomOrSign,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
component,Protein Component,SymptomOrSign,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
CAD,Coronary Artery Disease,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pleural calcification,Calcification of pleura,SymptomOrSign,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bleed,Hemorrhage,ExaminationName,1,0,1,0.97,Blutung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Enlargement,Enlargement (morphologic abnormality),SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"hiatal
 hernia",Hiatal Hernia,Diagnosis,1,0,1,0.99,Hiatushernie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
enlarged thyroid,Goiter,SymptomOrSign,1,0,1,0.94,Kropf,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"mediastinal
 lipomatosis",mediastinal lipomatosis,Diagnosis,0,1,1,0.86,,,,,,1,Failed: 1/1; Files: 1,FALSE
hardware,"Diagnostic, Therapeutic, and Research Equipment",TreatmentName,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
intact,Intact,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
brain lesion,Lesion of brain,Diagnosis,1,0,1,1,Läsion des Gehirns,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Scout view,Digital slit-beam radiograph,ExaminationName,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Nodules,Nodule,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
epigastric pain,Epigastric pain,SymptomOrSign,1,0,1,0.97,Epigastrische Bauchschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Abdominal distention,Abdomen distended,SymptomOrSign,1,0,1,0.95,Geschwollener Bauch,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Coronary stents,Coronary artery stent (device),TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lung nodules,Nodule of lung,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
URI,Upper Respiratory Infections,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
peribronchial thickening,Peribronchial Cuffing,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
PA view,Views and PA,ExaminationName,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
pleural abnormalities,Abnormal pleura morphology,SymptomOrSign,0,1,1,0.88,,,,,,1,Failed: 1/1; Files: 1,FALSE
lower lobe pneumonia,Basal pneumonia,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
sat,Oxygen saturation measurement,ExaminationName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pericardial fat,Pericardial fat,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
soft tissue lesions,Soft tissue lesion,SymptomOrSign,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Supine AP view,View AP supine,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
rods,Rod Photoreceptors,TreatmentName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fixation wires,Fixation Wire,TreatmentName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
thoracolumbar spine,Thoracolumbar vertebral column,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
HIV,HIV Infections,Diagnosis,1,0,1,0.99,HIV-Infektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
lordotic view,View apical lordotic,SymptomOrSign,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
lung field,Lung field,BodyStructure,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Sarcoidosis,Sarcoidosis,Diagnosis,1,0,1,1,Sarkoidose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Transplant,Transplantation,TreatmentName,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lactulose,lactulose,MedicationName,1,0,1,1,Lactulose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
flu,Influenza,SymptomOrSign,1,0,1,0.97,Influenza,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
endocarditis,Endocarditis,Diagnosis,1,0,1,1,Endokarditis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
viral bronchitis,Viral bronchitis,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
delirium,Delirium,Diagnosis,1,0,1,0.97,Delirant,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
elevated hemidiaphragm,Hemidiaphragm elevation,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
"hepatic
 calcifications",Hepatic calcification,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
"coronary
 sinus",Coronary sinus structure,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
effacement,effacement,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
empyema,Empyema,Diagnosis,1,0,1,1,Empyem,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
PEs,Foot,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
subclavian veins,Structure of subclavian vein,BodyStructure,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cognitive defects,Impaired cognition,Diagnosis,1,0,1,0.96,Kognitive Beeinträchtigung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
seizure disorder,Epilepsy,Diagnosis,1,0,1,0.99,Epilepsie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
upper,Upper,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bronchitis,Bronchitis,Diagnosis,1,0,1,0.99,Bronchitis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bronchial stent,Bronchial stent,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulm edema,Pulmonary Edema,Diagnosis,1,0,1,0.92,Lungenödem,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bronchus intermedius,Interlobar bronchus,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
Thoracic scoliosis,Thoracic scoliosis,Diagnosis,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
CLL,Chronic Lymphocytic Leukemia,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
dry,Dry,SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
abdominal surgery,Operation on abdominal region,ExaminationName,1,0,1,1,Operation in Abdominalregion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Panic attack,Panic Attacks,Diagnosis,1,0,1,0.98,Panikattacke,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"lung
 resection",Lung excision,TreatmentName,1,0,1,1,Lungenresektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"surgical
 clips",Surgical Clips,TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
suture,Surgical sutures,TreatmentName,1,0,1,0.91,Nahtmaterial,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cerclage wires,Cerclage wiring of fracture,TreatmentName,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
partial lung resection,Partial lung resection,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
bx,Biopsy,TreatmentName,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"fibrotic interstitial lung
 disease","lung; disease, interstitial, with fibrosis",Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
globus sensation,Globus Sensation,SymptomOrSign,1,0,1,1,Globusgefühl,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
throat,Pharyngeal structure,BodyStructure,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lobe,lobe,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
plain film,Plain x-ray,ExaminationName,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
computerized tomography,X-Ray Computed Tomography,ExaminationName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
sick,Illness (finding),SymptomOrSign,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
loss,Loss (adaptation),SymptomOrSign,0,1,1,0.93,,,,,,1,Failed: 1/1; Files: 1,FALSE
Non-Hodgkin's lymphoma,"Lymphoma, Non-Hodgkin",Diagnosis,1,0,1,1,Non-Hodgkin-Lymphom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Prominence of the vasculature,Prominent vasculature,SymptomOrSign,0,1,1,0.95,,,,,,1,Failed: 1/1; Files: 1,FALSE
dissection,Dissecting hemorrhage,Diagnosis,0,1,1,0.86,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
desaturating,Oxygen saturation below reference range,SymptomOrSign,1,0,1,0.96,Sauerstoffsättigung unterhalb Referenzbereich,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
signs,Physical findings,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
density,density,SymptomOrSign,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Prosthetic mitral valve,Mitral valve prosthesis,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
ETT,Exercise stress test,ExaminationName,1,0,1,0.99,Belastungstoleranztest,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
retract,Dental Retraction (procedure),TreatmentName,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
HCV,Hepatitis C,Diagnosis,1,0,1,1,Hepatitis C,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"esophagogastric
 junction",Esophagogastric Junction,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
abdominal fluid,Abdominal Fluid,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
pleural space,Pleural cavity,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
parapneumonic effusions,Pleural effusion associated with pulmonary infection,Diagnosis,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
loculation,Loculated,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hematomas,Hematoma,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
tortuous aorta,Tortuous aorta,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
PICC placed,Peripherally Inserted Central Catheter Line Insertion,TreatmentName,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
open abdomen,Laparotomy,SymptomOrSign,1,0,1,0.92,Laparotomie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
lymphangitic carcinomatosis,Lymphangitis carcinomatosa,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Alcohol withdrawal,Alcohol withdrawal syndrome,Diagnosis,1,0,1,0.99,Alkoholentzug,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
atrial fibrillation,Atrial Fibrillation,Diagnosis,1,0,1,1,Vorhofflimmern,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"acute pulmonary
 embolism",Acute pulmonary embolism,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
ICH,Infectious Canine Hepatitis,Diagnosis,0,1,1,1,,,,,,1,Failed: 1/1; Files: 1,FALSE
hypoxemic respiratory failure,Hypoxemic Respiratory Failure,Diagnosis,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary infiltrates,Pulmonary Infiltrate,SymptomOrSign,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
extrapleural,Extrapleural,BodyStructure,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
wire stylet,"Stylet, device",TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Thumb,Thumb structure,BodyStructure,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
act enlargement,Enlargement procedure,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
acromioclavicular joints,Acromioclavicular joint structure,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
oxygen,Oxygen Therapy Care,TreatmentName,1,0,1,0.98,Sauerstofftherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
apices,Highest,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
tracheal resection,Resection of trachea,TreatmentName,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
diarrhea,Diarrhea,SymptomOrSign,1,0,1,0.99,Diarrhö,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
neutropenic fever,Febrile Neutropenia,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
CMV,Cytomegalovirus Infections,Diagnosis,1,0,1,1,Zytomegalievirus-Infektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
girl,Woman,Gender,0,1,1,1,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bony injuries,Bone injury,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
osteophyte,Osteophyte,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"mechanical
 aortic valve",Mechanical Aortic Valve,TreatmentName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
central venous line,"Central venous catheter, device",TreatmentName,1,0,1,0.95,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
decreased size,diminution,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Calcified lymph nodes,Calcified lymph nodes,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cholecystectomy,Cholecystectomy procedure,TreatmentName,1,0,1,0.94,Cholezystektomie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pulmonary venous hypertension,Pulmonary venous hypertension,Diagnosis,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
epigastric region,Epigastrium,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
abdominal pain,Abdominal Pain,SymptomOrSign,1,0,1,1,Abdominalschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bright red blood per rectum,Hematochezia,SymptomOrSign,1,0,1,0.99,Hämatochezie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
septic arthritis,"Arthritis, Bacterial",Diagnosis,1,0,1,1,Bakterielle Arthritis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
esophagectomy procedure,Esophagectomy,TreatmentName,1,0,1,0.8,Ösophagektomie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
atypical pneumonia,Atypical pneumonia,Diagnosis,1,0,1,0.86,Atypische Pneumonie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
mitral valve replacement,Replacement of mitral valve (procedure),TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
wires,Bone Wires,TreatmentName,1,0,1,0.81,Knochendraht,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
splenic enlargement,Splenomegaly,SymptomOrSign,1,0,1,0.99,Splenomegalie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
left upper quadrant,Structure of left upper quadrant of abdomen,BodyStructure,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"bronchial
 thermoplasty",Bronchial Thermoplasty,TreatmentName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
RLL,Structure of right lower lobe of lung,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
tachycardia,Tachycardia,SymptomOrSign,1,0,1,0.99,Tachykardie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Levoscoliosis,Levoscoliosis,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
