term,normalized_text,categories,success_count,failure_count,total_count,avg_confidence,translation_de,translation_fr,translation_es,translation_it,sources,file_count,notes,verified
Coronary stents,Coronary artery stent (device),TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lung nodules,Nodule of lung,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
URI,Upper Respiratory Infections,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
peribronchial thickening,Peribronchial Cuffing,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
lobes,lobe,BodyStructure,0,2,2,0.985,,,,,,2,Failed: 2/2; Files: 2,FALSE
PA view,Views and PA,ExaminationName,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
pleural abnormalities,Abnormal pleura morphology,SymptomOrSign,0,1,1,0.88,,,,,,1,Failed: 1/1; Files: 1,FALSE
lower lobe pneumonia,Basal pneumonia,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
disease,Disease,Diagnosis,2,0,2,0.98,Krankheit,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
sat,Oxygen saturation measurement,ExaminationName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pericardial fat,Pericardial fat,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
soft tissue lesions,Soft tissue lesion,SymptomOrSign,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Supine AP view,View AP supine,ExaminationName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
rods,Rod Photoreceptors,TreatmentName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fixation wires,Fixation Wire,TreatmentName,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
thoracolumbar spine,Thoracolumbar vertebral column,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
HIV,HIV Infections,Diagnosis,1,0,1,0.99,HIV-Infektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"acute
 pneumonia",Acute pneumonia,Diagnosis,0,2,2,1.0,,,,,,2,Failed: 2/2; Files: 2,FALSE
lordotic view,View apical lordotic,SymptomOrSign,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
rotation,x-ray of toe: rotation deformity,SymptomOrSign,0,3,3,0.93,,,,,,2,Failed: 3/3; Files: 2,FALSE
lung field,Lung field,BodyStructure,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Sarcoidosis,Sarcoidosis,Diagnosis,1,0,1,1.0,Sarkoidose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Transplant,Transplantation,TreatmentName,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
lactulose,lactulose,MedicationName,1,0,1,1.0,Lactulose,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
portal hypertension,Portal Hypertension,Diagnosis,2,0,2,0.995,Portale Hypertonie,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
TIPS,Transjugular intrahepatic portosystemic shunt (procedure),TreatmentName,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
fluids,Fluid Therapy,MedicationClass,0,2,2,0.87,,,,,,1,Failed: 2/2; Files: 1,FALSE
flu,Influenza,SymptomOrSign,1,0,1,0.97,Influenza,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
endocarditis,Endocarditis,Diagnosis,1,0,1,1.0,Endokarditis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
viral bronchitis,Viral bronchitis,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
delirium,Delirium,Diagnosis,1,0,1,0.97,Delirant,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
elevated hemidiaphragm,Hemidiaphragm elevation,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
right upper quadrant,Structure of right upper quadrant of abdomen,BodyStructure,0,2,2,0.86,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
"hepatic
 calcifications",Hepatic calcification,SymptomOrSign,0,1,1,0.92,,,,,,1,Failed: 1/1; Files: 1,FALSE
"coronary
 sinus",Coronary sinus structure,BodyStructure,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
encephalopathy,Encephalopathies,Diagnosis,0,2,2,0.98,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
lung apex,Structure of apex of lung,BodyStructure,0,5,5,0.98,,,,,umls,3,Failed: 5/5; Sources: umls; Files: 3,FALSE
effacement,effacement,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
supraclavicular,Supraclavicular approach,BodyStructure,0,2,2,0.91,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
physical exam,Physical Examination,ExaminationName,0,2,2,0.985,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
empyema,Empyema,Diagnosis,1,0,1,1.0,Empyem,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"chest
 radiographs",Plain chest X-ray,ExaminationName,2,0,2,0.95,Röntgenaufnahme der Brust,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
orogastric tube,orogastric tube,TreatmentName,0,4,4,0.95,,,,,,3,Failed: 4/4; Files: 3,FALSE
PEs,Foot,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
subclavian veins,Structure of subclavian vein,BodyStructure,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cognitive defects,Impaired cognition,Diagnosis,1,0,1,0.96,Kognitive Beeinträchtigung,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
seizure disorder,Epilepsy,Diagnosis,1,0,1,0.99,Epilepsie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
upper,Upper,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bronchitis,Bronchitis,Diagnosis,1,0,1,0.99,Bronchitis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bronchopneumonia,Bronchopneumonia,Diagnosis,2,0,2,1.0,Bronchopneumonie,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
bronchial stent,Bronchial stent,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"pulm
 edema",Pulmonary Edema,Diagnosis,2,0,2,0.97,Lungenödem,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
pulm edema,Pulmonary Edema,Diagnosis,1,0,1,0.92,Lungenödem,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bronchus intermedius,Interlobar bronchus,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
CT scanning,X-Ray Computed Tomography,ExaminationName,0,3,3,0.993,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
Vascular clips,Vascular clip,TreatmentName,0,2,2,0.95,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
axilla,Axilla,BodyStructure,0,3,3,0.963,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
Thoracic scoliosis,Thoracic scoliosis,Diagnosis,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
CLL,Chronic Lymphocytic Leukemia,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
dry,Dry,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
abdominal surgery,Operation on abdominal region,ExaminationName,1,0,1,1.0,Operation in Abdominalregion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
diaphragms,Respiratory Diaphragm,BodyStructure,0,2,2,0.975,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
Panic attack,Panic Attacks,Diagnosis,1,0,1,0.98,Panikattacke,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"lung
 resection",Lung excision,TreatmentName,1,0,1,1.0,Lungenresektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"surgical
 clips",Surgical Clips,TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
suture,Surgical sutures,TreatmentName,1,0,1,0.91,Nahtmaterial,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
cerclage wires,Cerclage wiring of fracture,TreatmentName,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
partial lung resection,Partial lung resection,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
lung mass,Lung mass,SymptomOrSign,2,0,2,0.94,Raumforderung der Lunge,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
bx,Biopsy,TreatmentName,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
biopsy,Biopsy,ExaminationName,0,4,4,0.948,,,,,umls,3,Failed: 4/4; Sources: umls; Files: 3,FALSE
"fibrotic interstitial lung
 disease","lung; disease, interstitial, with fibrosis",Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
globus sensation,Globus Sensation,SymptomOrSign,1,0,1,1.0,Globusgefühl,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
foreign body,Foreign Bodies,SymptomOrSign,3,0,3,0.923,Fremdkörper,,,,umls,1,Success: 3/3; Sources: umls; Files: 1,FALSE
throat,Pharyngeal structure,BodyStructure,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hilum,Hilum,BodyStructure,0,2,2,0.995,,,,,,1,Failed: 2/2; Files: 1,FALSE
lobe,lobe,BodyStructure,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
plain film,Plain x-ray,ExaminationName,0,1,1,0.9,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
computerized tomography,X-Ray Computed Tomography,ExaminationName,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
sick,Illness (finding),SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
widened,Widening,SymptomOrSign,0,3,3,0.99,,,,,umls,3,Failed: 3/3; Sources: umls; Files: 3,FALSE
loss,Loss (adaptation),SymptomOrSign,0,1,1,0.93,,,,,,1,Failed: 1/1; Files: 1,FALSE
Non-Hodgkin's lymphoma,"Lymphoma, Non-Hodgkin",Diagnosis,1,0,1,1.0,Non-Hodgkin-Lymphom,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
lethargy,Lethargy,SymptomOrSign,2,0,2,1.0,Lethargie,,,,umls,2,Success: 2/2; Sources: umls; Files: 2,FALSE
Prominence of the vasculature,Prominent vasculature,SymptomOrSign,0,1,1,0.95,,,,,,1,Failed: 1/1; Files: 1,FALSE
dissection,Dissecting hemorrhage,Diagnosis,0,1,1,0.86,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
desaturating,Oxygen saturation below reference range,SymptomOrSign,1,0,1,0.96,Sauerstoffsättigung unterhalb Referenzbereich,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
signs,Physical findings,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
density,density,SymptomOrSign,0,1,1,0.92,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Prosthetic mitral valve,Mitral valve prosthesis,TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
ETT,Exercise stress test,ExaminationName,1,0,1,0.99,Belastungstoleranztest,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
retract,Dental Retraction (procedure),TreatmentName,0,1,1,0.83,,,,,,1,Failed: 1/1; Files: 1,FALSE
HCV,Hepatitis C,Diagnosis,1,0,1,1.0,Hepatitis C,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"esophagogastric
 junction",Esophagogastric Junction,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
abdominal fluid,Abdominal Fluid,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
pleural space,Pleural cavity,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
parapneumonic effusions,Pleural effusion associated with pulmonary infection,Diagnosis,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
loculation,Loculated,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
hematomas,Hematoma,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
tortuous aorta,Tortuous aorta,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
PICC placed,Peripherally Inserted Central Catheter Line Insertion,TreatmentName,0,1,1,0.94,,,,,,1,Failed: 1/1; Files: 1,FALSE
open abdomen,Laparotomy,SymptomOrSign,1,0,1,0.92,Laparotomie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
evaluate for interval,Evaluation Interval,ExaminationName,0,2,2,0.845,,,,,,2,Failed: 2/2; Files: 2,FALSE
lymphangitic carcinomatosis,Lymphangitis carcinomatosa,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Alcohol withdrawal,Alcohol withdrawal syndrome,Diagnosis,1,0,1,0.99,Alkoholentzug,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
atrial fibrillation,Atrial Fibrillation,Diagnosis,1,0,1,1.0,Vorhofflimmern,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"acute pulmonary
 embolism",Acute pulmonary embolism,Diagnosis,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
ICH,Infectious Canine Hepatitis,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
hypoxemic respiratory failure,Hypoxemic Respiratory Failure,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
pulmonary infiltrates,Pulmonary Infiltrate,SymptomOrSign,0,1,1,0.98,,,,,,1,Failed: 1/1; Files: 1,FALSE
extrapleural,Extrapleural,BodyStructure,0,1,1,0.91,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
wire stylet,"Stylet, device",TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Thumb,Thumb structure,BodyStructure,0,1,1,0.84,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
act enlargement,Enlargement procedure,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
acromioclavicular joints,Acromioclavicular joint structure,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
oxygen,Oxygen Therapy Care,TreatmentName,1,0,1,0.98,Sauerstofftherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
apices,Highest,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
tracheal resection,Resection of trachea,TreatmentName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
neutropenia,Neutropenia,Diagnosis,0,2,2,0.895,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
diarrhea,Diarrhea,SymptomOrSign,1,0,1,0.99,Diarrhö,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
neutropenic fever,Febrile Neutropenia,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
CMV,Cytomegalovirus Infections,Diagnosis,1,0,1,1.0,Zytomegalievirus-Infektion,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
girl,Woman,Gender,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
bony injuries,Bone injury,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
osteophyte,Osteophyte,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"mechanical
 aortic valve",Mechanical Aortic Valve,TreatmentName,0,1,1,0.97,,,,,,1,Failed: 1/1; Files: 1,FALSE
central venous line,"Central venous catheter, device",TreatmentName,1,0,1,0.95,Zentraler Venenkatheter,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
decreased size,diminution,SymptomOrSign,0,1,1,0.81,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
Calcified lymph nodes,Calcified lymph nodes,SymptomOrSign,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
cholecystectomy,Cholecystectomy procedure,TreatmentName,1,0,1,0.94,Cholezystektomie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
pulmonary venous hypertension,Pulmonary venous hypertension,Diagnosis,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
epigastric region,Epigastrium,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
abdominal pain,Abdominal Pain,SymptomOrSign,1,0,1,1.0,Abdominalschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bright red blood per rectum,Hematochezia,SymptomOrSign,1,0,1,0.99,Hämatochezie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
septic arthritis,"Arthritis, Bacterial",Diagnosis,1,0,1,1.0,Bakterielle Arthritis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
esophagectomy procedure,Esophagectomy,TreatmentName,1,0,1,0.8,Ösophagektomie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
atypical pneumonia,Atypical pneumonia,Diagnosis,1,0,1,0.86,Atypische Pneumonie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
mitral valve replacement,Replacement of mitral valve (procedure),TreatmentName,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
wires,Bone Wires,TreatmentName,1,0,1,0.81,Knochendraht,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
splenic enlargement,Splenomegaly,SymptomOrSign,1,0,1,0.99,Splenomegalie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
left upper quadrant,Structure of left upper quadrant of abdomen,BodyStructure,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"bronchial
 thermoplasty",Bronchial Thermoplasty,TreatmentName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
RLL,Structure of right lower lobe of lung,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
tachycardia,Tachycardia,SymptomOrSign,1,0,1,0.99,Tachykardie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Levoscoliosis,Levoscoliosis,Diagnosis,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
colon cancer,Malignant tumor of colon,Diagnosis,1,0,1,1.0,Bösartige Neubildung des Kolons,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
chemoradiation,Chemoradiotherapy,TreatmentName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
coffee-ground emesis,Coffee ground vomiting,SymptomOrSign,1,0,1,1.0,Kaffeesatzartiges Erbrechen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"GI
 bleeding",Gastrointestinal Hemorrhage,SymptomOrSign,1,0,1,0.99,Gastrointestinale Hämorrhagie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
bilateral pleural effusion,Bilateral pleural effusion,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
terminates,Study Terminated,SymptomOrSign,0,1,1,0.81,,,,,,1,Failed: 1/1; Files: 1,FALSE
coiled,Coils (formation),SymptomOrSign,0,2,2,0.83,,,,,umls,1,Failed: 2/2; Sources: umls; Files: 1,FALSE
axillary region,Axilla,BodyStructure,0,1,1,0.95,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
gastro-esophageal junction,Esophagogastric Junction,BodyStructure,0,1,1,0.94,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
gastroesophageal junction,Esophagogastric Junction,BodyStructure,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
immunocompromised,Immunocompromised Host,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
seizures,Seizures,SymptomOrSign,1,0,1,0.83,Krampfanfall,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"evaluate for
 interval",Evaluation Interval,ExaminationName,0,1,1,0.82,,,,,,1,Failed: 1/1; Files: 1,FALSE
collapsed,Collapse (finding),SymptomOrSign,1,0,1,0.99,Kollaps,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
normal position,Normal position,SymptomOrSign,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
WBC,White Blood Cell Count procedure,ExaminationName,2,0,2,0.98,Leukozytenzahl,,,,umls,1,Success: 2/2; Sources: umls; Files: 1,FALSE
cardiac enlargement,Cardiomegaly,SymptomOrSign,1,0,1,0.97,Kardiomegalie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
reticular,Reticular,SymptomOrSign,0,3,3,0.983,,,,,umls,2,Failed: 3/3; Sources: umls; Files: 2,FALSE
nodular opacities,Nodular Opacity,SymptomOrSign,0,2,2,0.97,,,,,,1,Failed: 2/2; Files: 1,FALSE
infectious disorders,Communicable Diseases,Diagnosis,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
fungal,Fungal,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
mycobacterial,mycobacterial,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
contrast-enhanced chest CT,Contrast enhanced chest CT,ExaminationName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
PEG tube,Percutaneous endoscopic tube,TreatmentName,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
radiodense,Radiodensity,SymptomOrSign,0,1,1,0.84,,,,,,1,Failed: 1/1; Files: 1,FALSE
gastric ulcer,Gastric ulcer,Diagnosis,1,0,1,0.99,Magengeschwür,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"right
 ventricle",Right ventricular structure,BodyStructure,0,1,1,0.93,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
chest tightness,Chest tightness,SymptomOrSign,1,0,1,1.0,Engegefühl im Brustkorb,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
THICKENING,Thickened,SymptomOrSign,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
CHEST IMAGING,Chest imaging,ExaminationName,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
DKA,Diabetic Ketoacidosis,Diagnosis,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
primary sclerosing cholangitis,Primary sclerosing cholangitis,Diagnosis,1,0,1,0.98,Primär sklerosierende Cholangitis,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
Ventricular fibrillation,Ventricular Fibrillation,Diagnosis,1,0,1,1.0,Kammerflimmern,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
innominate vein,Structure of brachiocephalic vein,BodyStructure,0,1,1,0.97,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
interstitial,interstitial,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
evaluable,Evaluable Disease,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
height,Height,ExaminationName,0,1,1,0.88,,,,,,1,Failed: 1/1; Files: 1,FALSE
brown sputum,Brown sputum,SymptomOrSign,0,1,1,0.96,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
dressing,Dressing of skin or wound,TreatmentName,0,1,1,0.98,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
repositioning,Repositioning (procedure),TreatmentName,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
"chest
 pain",Chest Pain,SymptomOrSign,1,0,1,1.0,Thoraxschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
PND,Paroxysmal nocturnal dyspnea,Diagnosis,0,3,3,0.98,,,,,umls,1,Failed: 3/3; Sources: umls; Files: 1,FALSE
ninth rib,Bone structure of ninth rib,BodyStructure,0,1,1,0.99,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
neck pain,Neck Pain,SymptomOrSign,1,0,1,1.0,Nackenschmerzen,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
kidney transplant,Kidney Transplantation,TreatmentName,0,2,2,1.0,,,,,umls,2,Failed: 2/2; Sources: umls; Files: 2,FALSE
rhinorrhea,Rhinorrhea,SymptomOrSign,1,0,1,0.99,Nasensekret,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"bronchial
 structures",Bronchi,SymptomOrSign,0,1,1,0.89,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
parenchymal consolidations,Parenchymal consolidation,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
consolidated,consolidated,SymptomOrSign,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
Cardiac lymphoma,Cardiac Lymphoma,Diagnosis,0,1,1,1.0,,,,,,1,Failed: 1/1; Files: 1,FALSE
chemotherapy,Chemotherapy,TreatmentName,1,0,1,0.99,Chemotherapie,,,,umls,1,Success: 1/1; Sources: umls; Files: 1,FALSE
"physical
 exam",Physical Examination,ExaminationName,0,1,1,1.0,,,,,umls,1,Failed: 1/1; Sources: umls; Files: 1,FALSE
basis,Basis - conceptual entity,BodyStructure,0,1,1,0.96,,,,,,1,Failed: 1/1; Files: 1,FALSE
air-fluid level,x-ray series of small bowel: air fluid levels,SymptomOrSign,0,1,1,0.99,,,,,,1,Failed: 1/1; Files: 1,FALSE
